# board x y r search_type last_rotate clear classify
1 1 8 1 0 0 0 0
1 1 8 1 0 0 1 0
1 1 8 1 0 1 0 0
1 1 8 1 0 1 1 0
1 6 9 0 0 0 0 0
1 6 9 0 0 0 1 0
1 6 9 0 0 1 0 0
1 6 9 0 0 1 1 0
1 6 9 3 0 0 0 0
1 6 9 3 0 0 1 0
1 6 9 3 0 1 0 0
1 6 9 3 0 1 1 0
1 0 8 0 0 0 0 0
1 0 8 0 0 0 1 0
1 0 8 0 0 1 0 0
1 0 8 0 0 1 1 0
1 1 8 2 0 0 0 0
1 1 8 2 0 0 1 0
1 1 8 2 0 1 0 0
1 1 8 2 0 1 1 0
1 0 8 1 0 0 0 0
1 0 8 1 0 0 1 0
1 0 8 1 0 1 0 0
1 0 8 1 0 1 1 0
1 6 9 2 0 0 0 0
1 6 9 2 0 0 1 0
1 6 9 2 0 1 0 0
1 6 9 2 0 1 1 0
1 0 8 2 0 0 0 0
1 0 8 2 0 0 1 0
1 0 8 2 0 1 0 0
1 0 8 2 0 1 1 0
1 0 8 3 0 0 0 0
1 0 8 3 0 0 1 0
1 0 8 3 0 1 0 0
1 0 8 3 0 1 1 0
1 1 7 3 0 0 0 0
1 1 7 3 0 0 1 0
1 1 7 3 0 1 0 0
1 1 7 3 0 1 1 0
1 -1 9 1 0 0 0 0
1 -1 9 1 0 0 1 0
1 -1 9 1 0 1 0 0
1 -1 9 1 0 1 1 0
1 7 8 0 0 0 0 0
1 7 8 0 0 0 1 0
1 7 8 0 0 1 0 0
1 7 8 0 0 1 1 0
1 7 8 3 0 0 0 0
1 7 8 3 0 0 1 0
1 7 8 3 0 1 0 0
1 7 8 3 0 1 1 0
1 8 9 3 0 0 0 0
1 8 9 3 0 0 1 0
1 8 9 3 0 1 0 0
1 8 9 3 0 1 1 0
1 7 8 2 0 0 0 0
1 7 8 2 0 0 1 0
1 7 8 2 0 1 0 0
1 7 8 2 0 1 1 0
1 7 8 1 0 0 0 0
1 7 8 1 0 0 1 0
1 7 8 1 0 1 0 0
1 7 8 1 0 1 1 0
1 6 7 1 0 0 0 0
1 6 7 1 0 0 1 0
1 6 7 1 0 1 0 0
1 6 7 1 0 1 1 2
2 3 18 0 0 0 0 0
2 3 18 0 0 0 1 0
2 3 18 0 0 1 0 0
2 3 18 0 0 1 1 0
2 3 19 2 0 0 0 0
2 3 19 2 0 0 1 0
2 3 19 2 0 1 0 0
2 3 19 2 0 1 1 0
2 3 19 3 0 0 0 0
2 3 19 3 0 0 1 0
2 3 19 3 0 1 0 0
2 3 19 3 0 1 1 0
2 3 19 1 0 0 0 0
2 3 19 1 0 0 1 0
2 3 19 1 0 1 0 0
2 3 19 1 0 1 1 0
2 2 18 0 0 0 0 0
2 2 18 0 0 0 1 0
2 2 18 0 0 1 0 0
2 2 18 0 0 1 1 0
2 4 18 0 0 0 0 0
2 4 18 0 0 0 1 0
2 4 18 0 0 1 0 0
2 4 18 0 0 1 1 0
2 4 18 3 0 0 0 0
2 4 18 3 0 0 1 0
2 4 18 3 0 1 0 0
2 4 18 3 0 1 1 0
2 2 18 1 0 0 0 0
2 2 18 1 0 0 1 0
2 2 18 1 0 1 0 0
2 2 18 1 0 1 1 0
2 1 18 0 0 0 0 0
2 1 18 0 0 0 1 0
2 1 18 0 0 1 0 0
2 1 18 0 0 1 1 0
2 2 18 2 0 0 0 0
2 2 18 2 0 0 1 0
2 2 18 2 0 1 0 0
2 2 18 2 0 1 1 0
2 2 18 3 0 0 0 0
2 2 18 3 0 0 1 0
2 2 18 3 0 1 0 0
2 2 18 3 0 1 1 0
2 4 18 2 0 0 0 0
2 4 18 2 0 0 1 0
2 4 18 2 0 1 0 0
2 4 18 2 0 1 1 0
2 1 19 2 0 0 0 0
2 1 19 2 0 0 1 0
2 1 19 2 0 1 0 0
2 1 19 2 0 1 1 0
2 1 19 3 0 0 0 0
2 1 19 3 0 0 1 0
2 1 19 3 0 1 0 0
2 1 19 3 0 1 1 0
2 1 19 1 0 0 0 0
2 1 19 1 0 0 1 0
2 1 19 1 0 1 0 0
2 1 19 1 0 1 1 0
2 0 18 0 0 0 0 0
2 0 18 0 0 0 1 0
2 0 18 0 0 1 0 0
2 0 18 0 0 1 1 0
2 0 18 1 0 0 0 0
2 0 18 1 0 0 1 0
2 0 18 1 0 1 0 0
2 0 18 1 0 1 1 0
2 5 17 0 0 0 0 0
2 5 17 0 0 0 1 0
2 5 17 0 0 1 0 0
2 5 17 0 0 1 1 0
2 6 18 0 0 0 0 0
2 6 18 0 0 0 1 0
2 6 18 0 0 1 0 0
2 6 18 0 0 1 1 0
2 5 17 3 0 0 0 0
2 5 17 3 0 0 1 0
2 5 17 3 0 1 0 0
2 5 17 3 0 1 1 0
2 6 18 3 0 0 0 0
2 6 18 3 0 0 1 0
2 6 18 3 0 1 0 0
2 6 18 3 0 1 1 0
2 0 18 2 0 0 0 0
2 0 18 2 0 0 1 0
2 0 18 2 0 1 0 0
2 0 18 2 0 1 1 0
2 0 18 3 0 0 0 0
2 0 18 3 0 0 1 0
2 0 18 3 0 1 0 0
2 0 18 3 0 1 1 0
2 5 17 2 0 0 0 0
2 5 17 2 0 0 1 0
2 5 17 2 0 1 0 0
2 5 17 2 0 1 1 0
2 5 17 1 0 0 0 0
2 5 17 1 0 0 1 0
2 5 17 1 0 1 0 0
2 5 17 1 0 1 1 0
2 7 18 0 0 0 0 0
2 7 18 0 0 0 1 0
2 7 18 0 0 1 0 0
2 7 18 0 0 1 1 0
2 6 18 2 0 0 0 0
2 6 18 2 0 0 1 0
2 6 18 2 0 1 0 0
2 6 18 2 0 1 1 0
2 6 18 1 0 0 0 0
2 6 18 1 0 0 1 0
2 6 18 1 0 1 0 0
2 6 18 1 0 1 1 0
2 4 16 1 0 0 0 0
2 4 16 1 0 0 1 0
2 4 16 1 0 1 0 0
2 4 16 1 0 1 1 0
2 -1 19 1 0 0 0 0
2 -1 19 1 0 0 1 0
2 -1 19 1 0 1 0 0
2 -1 19 1 0 1 1 0
2 7 19 2 0 0 0 0
2 7 19 2 0 0 1 0
2 7 19 2 0 1 0 0
2 7 19 2 0 1 1 0
2 7 19 3 0 0 0 0
2 7 19 3 0 0 1 0
2 7 19 3 0 1 0 0
2 7 19 3 0 1 1 0
2 7 19 1 0 0 0 0
2 7 19 1 0 0 1 0
2 7 19 1 0 1 0 0
2 7 19 1 0 1 1 0
2 8 19 3 0 0 0 0
2 8 19 3 0 0 1 0
2 8 19 3 0 1 0 0
2 8 19 3 0 1 1 0
2 4 16 0 0 0 0 0
2 4 16 0 0 0 1 0
2 4 16 0 0 1 0 0
2 4 16 0 0 1 1 0
2 4 16 2 0 0 0 0
2 4 16 2 0 0 1 0
2 4 16 2 0 1 0 0
2 4 16 2 0 1 1 0
2 4 15 3 0 0 0 0
2 4 15 3 0 0 1 0
2 4 15 3 0 1 0 0
2 4 15 3 0 1 1 0
2 3 16 2 0 0 0 0
2 3 16 2 0 0 1 0
2 3 16 2 0 1 0 0
2 3 16 2 0 1 1 0
2 3 15 0 0 0 0 0
2 3 15 0 0 0 1 0
2 3 15 0 0 1 0 0
2 3 15 0 0 1 1 0
2 2 16 2 0 0 0 0
2 2 16 2 0 0 1 0
2 2 16 2 0 1 0 0
2 2 16 2 0 1 1 1
3 3 14 0 0 0 0 0
3 3 14 0 0 0 1 0
3 3 14 0 0 1 0 0
3 3 14 0 0 1 1 0
3 2 14 0 0 0 0 0
3 2 14 0 0 0 1 0
3 2 14 0 0 1 0 0
3 2 14 0 0 1 1 0
3 4 14 0 0 0 0 0
3 4 14 0 0 0 1 0
3 4 14 0 0 1 0 0
3 4 14 0 0 1 1 0
3 3 14 2 0 0 0 0
3 3 14 2 0 0 1 0
3 3 14 2 0 1 0 0
3 3 14 2 0 1 1 0
3 3 14 3 0 0 0 0
3 3 14 3 0 0 1 0
3 3 14 3 0 1 0 0
3 3 14 3 0 1 1 0
3 3 14 1 0 0 0 0
3 3 14 1 0 0 1 0
3 3 14 1 0 1 0 0
3 3 14 1 0 1 1 0
3 2 15 2 0 0 0 0
3 2 15 2 0 0 1 0
3 2 15 2 0 1 0 0
3 2 15 2 0 1 1 0
3 2 15 3 0 0 0 0
3 2 15 3 0 0 1 0
3 2 15 3 0 1 0 0
3 2 15 3 0 1 1 0
3 2 15 1 0 0 0 0
3 2 15 1 0 0 1 0
3 2 15 1 0 1 0 0
3 2 15 1 0 1 1 0
3 4 15 2 0 0 0 0
3 4 15 2 0 0 1 0
3 4 15 2 0 1 0 0
3 4 15 2 0 1 1 0
3 4 15 3 0 0 0 0
3 4 15 3 0 0 1 0
3 4 15 3 0 1 0 0
3 4 15 3 0 1 1 0
3 4 15 1 0 0 0 0
3 4 15 1 0 0 1 0
3 4 15 1 0 1 0 0
3 4 15 1 0 1 1 0
3 1 14 0 0 0 0 0
3 1 14 0 0 0 1 0
3 1 14 0 0 1 0 0
3 1 14 0 0 1 1 0
3 1 14 1 0 0 0 0
3 1 14 1 0 0 1 0
3 1 14 1 0 1 0 0
3 1 14 1 0 1 1 0
3 5 14 0 0 0 0 0
3 5 14 0 0 0 1 0
3 5 14 0 0 1 0 0
3 5 14 0 0 1 1 0
3 5 15 3 0 0 0 0
3 5 15 3 0 0 1 0
3 5 15 3 0 1 0 0
3 5 15 3 0 1 1 0
3 5 15 2 0 0 0 0
3 5 15 2 0 0 1 0
3 5 15 2 0 1 0 0
3 5 15 2 0 1 1 0
3 5 15 1 0 0 0 0
3 5 15 1 0 0 1 0
3 5 15 1 0 1 0 0
3 5 15 1 0 1 1 0
3 0 14 0 0 0 0 0
3 0 14 0 0 0 1 0
3 0 14 0 0 1 0 0
3 0 14 0 0 1 1 0
3 1 14 2 0 0 0 0
3 1 14 2 0 0 1 0
3 1 14 2 0 1 0 0
3 1 14 2 0 1 1 0
3 1 14 3 0 0 0 0
3 1 14 3 0 0 1 0
3 1 14 3 0 1 0 0
3 1 14 3 0 1 1 0
3 6 14 0 0 0 0 0
3 6 14 0 0 0 1 0
3 6 14 0 0 1 0 0
3 6 14 0 0 1 1 0
3 6 14 3 0 0 0 0
3 6 14 3 0 0 1 0
3 6 14 3 0 1 0 0
3 6 14 3 0 1 1 0
3 0 15 2 0 0 0 0
3 0 15 2 0 0 1 0
3 0 15 2 0 1 0 0
3 0 15 2 0 1 1 0
3 0 15 3 0 0 0 0
3 0 15 3 0 0 1 0
3 0 15 3 0 1 0 0
3 0 15 3 0 1 1 0
3 0 15 1 0 0 0 0
3 0 15 1 0 0 1 0
3 0 15 1 0 1 0 0
3 0 15 1 0 1 1 0
3 -1 14 1 0 0 0 0
3 -1 14 1 0 0 1 0
3 -1 14 1 0 1 0 0
3 -1 14 1 0 1 1 1
3 7 14 0 0 0 0 0
3 7 14 0 0 0 1 0
3 7 14 0 0 1 0 0
3 7 14 0 0 1 1 0
3 6 14 2 0 0 0 0
3 6 14 2 0 0 1 0
3 6 14 2 0 1 0 0
3 6 14 2 0 1 1 0
3 6 14 1 0 0 0 0
3 6 14 1 0 0 1 0
3 6 14 1 0 1 0 0
3 6 14 1 0 1 1 0
3 7 15 3 0 0 0 0
3 7 15 3 0 0 1 0
3 7 15 3 0 1 0 0
3 7 15 3 0 1 1 0
3 7 15 2 0 0 0 0
3 7 15 2 0 0 1 0
3 7 15 2 0 1 0 0
3 7 15 2 0 1 1 0
3 7 15 1 0 0 0 0
3 7 15 1 0 0 1 0
3 7 15 1 0 1 0 0
3 7 15 1 0 1 1 0
3 8 15 3 0 0 0 0
3 8 15 3 0 0 1 0
3 8 15 3 0 1 0 0
3 8 15 3 0 1 1 0
4 3 19 0 0 0 0 0
4 3 19 0 0 0 1 0
4 3 19 0 0 1 0 0
4 3 19 0 0 1 1 0
4 2 19 0 0 0 0 0
4 2 19 0 0 0 1 0
4 2 19 0 0 1 0 0
4 2 19 0 0 1 1 0
4 3 19 2 0 0 0 0
4 3 19 2 0 0 1 0
4 3 19 2 0 1 0 0
4 3 19 2 0 1 1 0
4 3 19 3 0 0 0 0
4 3 19 3 0 0 1 0
4 3 19 3 0 1 0 0
4 3 19 3 0 1 1 0
4 3 19 1 0 0 0 0
4 3 19 1 0 0 1 0
4 3 19 1 0 1 0 0
4 3 19 1 0 1 1 0
4 2 20 2 0 0 0 0
4 2 20 2 0 0 1 0
4 2 20 2 0 1 0 0
4 2 20 2 0 1 1 0
4 2 20 3 0 0 0 0
4 2 20 3 0 0 1 0
4 2 20 3 0 1 0 0
4 2 20 3 0 1 1 0
4 2 20 1 0 0 0 0
4 2 20 1 0 0 1 0
4 2 20 1 0 1 0 0
4 2 20 1 0 1 1 0
4 1 19 0 0 0 0 0
4 1 19 0 0 0 1 0
4 1 19 0 0 1 0 0
4 1 19 0 0 1 1 0
4 1 19 1 0 0 0 0
4 1 19 1 0 0 1 0
4 1 19 1 0 1 0 0
4 1 19 1 0 1 1 0
4 4 18 0 0 0 0 0
4 4 18 0 0 0 1 0
4 4 18 0 0 1 0 0
4 4 18 0 0 1 1 0
4 5 19 0 0 0 0 0
4 5 19 0 0 0 1 0
4 5 19 0 0 1 0 0
4 5 19 0 0 1 1 0
4 4 19 2 0 0 0 0
4 4 19 2 0 0 1 0
4 4 19 2 0 1 0 0
4 4 19 2 0 1 1 0
4 4 19 3 0 0 0 0
4 4 19 3 0 0 1 0
4 4 19 3 0 1 0 0
4 4 19 3 0 1 1 0
4 4 19 1 0 0 0 0
4 4 19 1 0 0 1 0
4 4 19 1 0 1 0 0
4 4 19 1 0 1 1 0
4 0 19 0 0 0 0 0
4 0 19 0 0 0 1 0
4 0 19 0 0 1 0 0
4 0 19 0 0 1 1 0
4 1 19 2 0 0 0 0
4 1 19 2 0 0 1 0
4 1 19 2 0 1 0 0
4 1 19 2 0 1 1 0
4 1 19 3 0 0 0 0
4 1 19 3 0 0 1 0
4 1 19 3 0 1 0 0
4 1 19 3 0 1 1 0
4 5 18 3 0 0 0 0
4 5 18 3 0 0 1 0
4 5 18 3 0 1 0 0
4 5 18 3 0 1 1 0
4 6 19 0 0 0 0 0
4 6 19 0 0 0 1 0
4 6 19 0 0 1 0 0
4 6 19 0 0 1 1 0
4 5 19 2 0 0 0 0
4 5 19 2 0 0 1 0
4 5 19 2 0 1 0 0
4 5 19 2 0 1 1 0
4 5 19 1 0 0 0 0
4 5 19 1 0 0 1 0
4 5 19 1 0 1 0 0
4 5 19 1 0 1 1 0
4 0 20 2 0 0 0 0
4 0 20 2 0 0 1 0
4 0 20 2 0 1 0 0
4 0 20 2 0 1 1 0
4 0 20 3 0 0 0 0
4 0 20 3 0 0 1 0
4 0 20 3 0 1 0 0
4 0 20 3 0 1 1 0
4 0 20 1 0 0 0 0
4 0 20 1 0 0 1 0
4 0 20 1 0 1 0 0
4 0 20 1 0 1 1 0
4 6 20 2 0 0 0 0
4 6 20 2 0 0 1 0
4 6 20 2 0 1 0 0
4 6 20 2 0 1 1 0
4 6 20 3 0 0 0 0
4 6 20 3 0 0 1 0
4 6 20 3 0 1 0 0
4 6 20 3 0 1 1 0
4 6 20 1 0 0 0 0
4 6 20 1 0 0 1 0
4 6 20 1 0 1 0 0
4 6 20 1 0 1 1 0
4 -1 20 1 0 0 0 0
4 -1 20 1 0 0 1 0
4 -1 20 1 0 1 0 0
4 -1 20 1 0 1 1 0
4 7 19 0 0 0 0 0
4 7 19 0 0 0 1 0
4 7 19 0 0 1 0 0
4 7 19 0 0 1 1 0
4 7 20 3 0 0 0 0
4 7 20 3 0 0 1 0
4 7 20 3 0 1 0 0
4 7 20 3 0 1 1 0
4 7 20 2 0 0 0 0
4 7 20 2 0 0 1 0
4 7 20 2 0 1 0 0
4 7 20 2 0 1 1 0
4 7 20 1 0 0 0 0
4 7 20 1 0 0 1 0
4 7 20 1 0 1 0 0
4 7 20 1 0 1 1 0
4 8 20 3 0 0 0 0
4 8 20 3 0 0 1 0
4 8 20 3 0 1 0 0
4 8 20 3 0 1 1 0
5 3 7 0 0 0 0 0
5 3 7 0 0 0 1 0
5 3 7 0 0 1 0 0
5 3 7 0 0 1 1 0
5 2 7 0 0 0 0 0
5 2 7 0 0 0 1 0
5 2 7 0 0 1 0 0
5 2 7 0 0 1 1 0
5 4 7 0 0 0 0 0
5 4 7 0 0 0 1 0
5 4 7 0 0 1 0 0
5 4 7 0 0 1 1 0
5 3 7 2 0 0 0 0
5 3 7 2 0 0 1 0
5 3 7 2 0 1 0 0
5 3 7 2 0 1 1 0
5 3 7 3 0 0 0 0
5 3 7 3 0 0 1 0
5 3 7 3 0 1 0 0
5 3 7 3 0 1 1 0
5 3 7 1 0 0 0 0
5 3 7 1 0 0 1 0
5 3 7 1 0 1 0 0
5 3 7 1 0 1 1 0
5 2 8 2 0 0 0 0
5 2 8 2 0 0 1 0
5 2 8 2 0 1 0 0
5 2 8 2 0 1 1 0
5 2 8 3 0 0 0 0
5 2 8 3 0 0 1 0
5 2 8 3 0 1 0 0
5 2 8 3 0 1 1 0
5 2 8 1 0 0 0 0
5 2 8 1 0 0 1 0
5 2 8 1 0 1 0 0
5 2 8 1 0 1 1 0
5 1 7 0 0 0 0 0
5 1 7 0 0 0 1 0
5 1 7 0 0 1 0 0
5 1 7 0 0 1 1 0
5 1 7 1 0 0 0 0
5 1 7 1 0 0 1 0
5 1 7 1 0 1 0 0
5 1 7 1 0 1 1 0
5 5 7 0 0 0 0 0
5 5 7 0 0 0 1 0
5 5 7 0 0 1 0 0
5 5 7 0 0 1 1 0
5 4 7 2 0 0 0 0
5 4 7 2 0 0 1 0
5 4 7 2 0 1 0 0
5 4 7 2 0 1 1 0
5 4 7 1 0 0 0 0
5 4 7 1 0 0 1 0
5 4 7 1 0 1 0 0
5 4 7 1 0 1 1 0
5 5 8 2 0 0 0 0
5 5 8 2 0 0 1 0
5 5 8 2 0 1 0 0
5 5 8 2 0 1 1 0
5 5 8 3 0 0 0 0
5 5 8 3 0 0 1 0
5 5 8 3 0 1 0 0
5 5 8 3 0 1 1 0
5 5 8 1 0 0 0 0
5 5 8 1 0 0 1 0
5 5 8 1 0 1 0 0
5 5 8 1 0 1 1 0
5 1 7 2 0 0 0 0
5 1 7 2 0 0 1 0
5 1 7 2 0 1 0 0
5 1 7 2 0 1 1 0
5 1 7 3 0 0 0 0
5 1 7 3 0 0 1 0
5 1 7 3 0 1 0 0
5 1 7 3 0 1 1 0
5 0 7 1 0 0 0 0
5 0 7 1 0 0 1 0
5 0 7 1 0 1 0 0
5 0 7 1 0 1 1 0
5 6 7 0 0 0 0 0
5 6 7 0 0 0 1 0
5 6 7 0 0 1 0 0
5 6 7 0 0 1 1 0
5 6 8 3 0 0 0 0
5 6 8 3 0 0 1 0
5 6 8 3 0 1 0 0
5 6 8 3 0 1 1 0
5 4 6 3 0 0 0 0
5 4 6 3 0 0 1 0
5 4 6 3 0 1 0 0
5 4 6 3 0 1 1 0
5 6 8 2 0 0 0 0
5 6 8 2 0 0 1 0
5 6 8 2 0 1 0 0
5 6 8 2 0 1 1 0
5 6 8 1 0 0 0 0
5 6 8 1 0 0 1 0
5 6 8 1 0 1 0 0
5 6 8 1 0 1 1 0
5 0 6 0 0 0 0 0
5 0 6 0 0 0 1 0
5 0 6 0 0 1 0 0
5 0 6 0 0 1 1 0
5 0 7 2 0 0 0 0
5 0 7 2 0 0 1 0
5 0 7 2 0 1 0 0
5 0 7 2 0 1 1 0
5 0 7 3 0 0 0 0
5 0 7 3 0 0 1 0
5 0 7 3 0 1 0 0
5 0 7 3 0 1 1 0
5 7 7 0 0 0 0 0
5 7 7 0 0 0 1 0
5 7 7 0 0 1 0 0
5 7 7 0 0 1 1 0
5 7 7 3 0 0 0 0
5 7 7 3 0 0 1 0
5 7 7 3 0 1 0 0
5 7 7 3 0 1 1 0
5 -1 6 1 0 0 0 0
5 -1 6 1 0 0 1 0
5 -1 6 1 0 1 0 0
5 -1 6 1 0 1 1 1
5 7 7 2 0 0 0 0
5 7 7 2 0 0 1 0
5 7 7 2 0 1 0 0
5 7 7 2 0 1 1 0
5 8 7 3 0 0 0 0
5 8 7 3 0 0 1 0
5 8 7 3 0 1 0 0
5 8 7 3 0 1 1 0
5 7 6 1 0 0 0 0
5 7 6 1 0 0 1 0
5 7 6 1 0 1 0 0
5 7 6 1 0 1 1 0
6 3 11 0 0 0 0 0
6 3 11 0 0 0 1 0
6 3 11 0 0 1 0 0
6 3 11 0 0 1 1 0
6 3 12 2 0 0 0 0
6 3 12 2 0 0 1 0
6 3 12 2 0 1 0 0
6 3 12 2 0 1 1 0
6 3 12 3 0 0 0 0
6 3 12 3 0 0 1 0
6 3 12 3 0 1 0 0
6 3 12 3 0 1 1 0
6 3 12 1 0 0 0 0
6 3 12 1 0 0 1 0
6 3 12 1 0 1 0 0
